URLs successfully downloaded, Size in kilobytes, # outlinks found, Content-type
https://www.dailymail.co.uk/news/article-5979471/Weather-Britain-set-hot-bookies-slashing-odds-record-breaking-101F.html?ns_mchannel=rss&amp,187,184,text/html
https://www.dailymail.co.uk/news/article-5895603/Britains-five-day-heatwave-peak-TODAY-sweltering-90F-temperatures.html?ns_mchannel=rss&amp,189,198,text/html
https://www.dailymail.co.uk/news/article-5924609/UK-weather-England-fans-bask-Britains-hottest-weekend-2018.html?ns_mchannel=rss&amp,171,183,text/html
https://www.dailymail.co.uk/news/article-6432859/amp/Dutch-carpenter-built-life-sized-replica-Ark-plans-sail-Israel.html,278,764,text/html
https://www.dailymail.co.uk/news/article-6241683/Retired-Supreme-Court-Justice-John-Paul-Stevens-says-Kavanaugh-doesnt-belong-bench.html,525,989,text/html
https://www.dailymail.co.uk/news/article-6209681/amp/Picture-proves-anti-Israel-extremist-Labour-conference-party.html,269,764,text/html
https://www.dailymail.co.uk/news/article-6325685/Snow-today-Arctic-blast-brings-three-day-cold-snap-temperatures-low-19F.html,200,206,text/html
https://www.dailymail.co.uk/news/article-6047633/UK-weather-Storms-heavy-rain-hit-country.html?ns_mchannel=rss&amp,186,192,text/html
https://www.dailymail.co.uk/news/article-5892203/Prince-William-meets-families-health-clinic-school.html,164,182,text/html
https://www.dailymail.co.uk/news/article-6293761/Protestors-plan-march-restaurant-mother-sent-toilet-breastfeed-newborn.html,529,993,text/html
https://www.dailymail.co.uk/news/article-5946783/Heatwave-killing-Christmas-trees.html?ns_mchannel=rss&amp,155,169,text/html
https://www.dailymail.co.uk/news/article-6519301/Thousands-passengers-stranded-world-Gatwick-drone-chaos.html,583,1002,text/html
https://www.dailymail.co.uk/news/article-6319111/Australias-sex-penguin-couple-Sphen-Magic-hatch-historic-baby-Sydney-Aquarium.html,517,987,text/html
https://www.dailymail.co.uk/news/article-6700473/amp/Fake-Florida-doctor-promised-cure-diabetes-cancer-using-blood.html,272,764,text/html
https://www.dailymail.co.uk/news/article-6626773/amp/May-draws-nine-ways-save-Brexit-MPs-plot-Article-50-delay.html,290,765,text/html
https://www.dailymail.co.uk/news/article-5849143/Tory-MP-Christopher-Chope-revealed-upskirting-bill-blocked.html,525,999,text/html
https://www.dailymail.co.uk/news/article-6242135/Supreme-Court-nominee-Brett-Kavanaugh-insists-impartial-independent.html,610,1030,text/html
https://www.dailymail.co.uk/news/article-6681619/Storm-Erik-causes-risk-life-warnings-rush-hour-chaos-furious-80mph-gales.html?ns_mchannel=rss&amp,218,198,text/html
https://www.dailymail.co.uk/news/article-6664785/Environment-Agency-issues-flood-alerts-downpours-melting-snow-villages-risk.html?ns_mchannel=rss&amp,153,172,text/html
https://www.dailymail.co.uk/news/article-6700591/amp/Anti-vaxxer-mother-proud-son-got-vaccinations-aged-18.html?ico=amp_articleRelated,280,765,text/html
https://www.dailymail.co.uk/news/article-5633233/UK-weather-LIVE-Heatwave-hits-Britain-hottest-April-day-70-years.html?ns_mchannel=rss&amp,642,1228,text/html
https://www.dailymail.co.uk/news/article-5903543/Great-British-BBQ-weekend-Millions-Britons-soak-sun-88F-heat-sweeps-UK.html?ns_mchannel=rss&amp,190,192,text/html
https://www.dailymail.co.uk/news/article-6698765/DEA-agent-stopped-DUI-hits-officer-head.html,517,989,text/html
https://www.dailymail.co.uk/news/article-6437131/Eurydice-Dixons-memorial-vandal-appears-court-right-wing-activist-Neil-Erikson.html,521,995,text/html
https://www.dailymail.co.uk/news/article-6608799/amp/Im-trying-way-Im-blazed-Rap-lyrics-Aiia-suspect.html,299,770,text/html
https://www.dailymail.co.uk/news/article-6294233/Millions-porn-videos-available-children-Britain.html,512,983,text/html
https://www.dailymail.co.uk/news/article-6701327/Juror-57-convinced-sex-abuse-suspects-guilt-turned-detective-avoids-jail.html?ico=amp-comments-addcomment,516,988,text/html
https://www.dailymail.co.uk/news/article-5912465/UK-weather-Dried-reservoirs-hosepipe-ban-fears-heatwave-continues.html?ns_mchannel=rss&amp,181,191,text/html
https://www.dailymail.co.uk/news/article-5776243/Fifty-thousand-bolts-lightning-light-Britains-skies-spectacular-display.html?ns_mchannel=rss&amp,262,245,text/html
https://www.dailymail.co.uk/news/article-6706051/FBI-lawyers-DID-look-having-Rosenstein-wear-wire-boost-case-president-unfit.html?ico=amp-comments-addcomment,531,985,text/html
https://www.dailymail.co.uk/news/article-5724615/Mini-heatwave-sent-send-temperatures-soaring-77F-ahead-Royal-wedding.html?ns_mchannel=rss&amp,525,994,text/html
https://www.dailymail.co.uk/news/article-6705077/Michelle-Carter-texting-suicide-convict-described-model-inmate.html?ico=amp-comments-addcomment,533,988,text/html
https://www.dailymail.co.uk/news/article-4153246/Map-gives-detailed-look-Chicago-s-gangland-empire.html,191,238,text/html
https://www.dailymail.co.uk/news/article-6627195/UK-Weather-cold-does-not-work-school.html?ns_mchannel=rss&amp,518,988,text/html
https://www.dailymail.co.uk/news/article-6339527/After-tame-Halloween-weathers-set-properly-scary.html,149,168,text/html
https://www.dailymail.co.uk/news/article-6608089/Doctors-Duke-Edinburgh-clear.html?amp&ns_mchannel=rss,333,230,text/html
https://www.dailymail.co.uk/news/article-6157131/The-REAL-Lady-Overly-familiar-presidents-blundering-officials.html,548,988,text/html
https://www.dailymail.co.uk/news/article-6341963/amp/UK-weather-Three-inches-rain-fall-weekend.html,277,766,text/html
https://www.dailymail.co.uk/news/article-6563559/A-quarter-Christmas-presents-bought-online-returned.html,510,984,text/html
https://www.dailymail.co.uk/news/article-6293607/Anjem-Choudary-FREED.html,581,1004,text/html
https://www.dailymail.co.uk/news/article-6572553/amp/Norwegian-jet-stranded-Iran-sanctions-prevent-replacement-parts-sent-fix-it.html,266,765,text/html
https://www.dailymail.co.uk/news/article-6553067/Freezing-radiation-fog-Icelandic-winds-spark-health-warnings.html?ns_mchannel=rss&amp,159,177,text/html
https://www.dailymail.co.uk/news/article-5877099/UK-weather-Isle-Wight-festival-goers-enjoy-temperatures-23C-heatwave-kicks-week.html?ns_mchannel=rss&amp,173,180,text/html
https://www.dailymail.co.uk/news/article-6085555/amp/Facebook-shuts-652-accounts-linked-Russia-Iran.html,272,766,text/html
https://www.dailymail.co.uk/news/article-5889983/S-Carolina-Gov-McMaster-Trump-supporter-wins-GOP-runoff.html,523,987,text/html
https://www.dailymail.co.uk/news/article-6548633/Trump-fires-Kim-Jong-Sanctions-Coming-poster.html,524,984,text/html
https://www.dailymail.co.uk/news/article-5843027/Storm-Hector-LIVE-Met-Office-warns-danger-life-70mph-winds-high-waves-batter-UK.html?ns_mchannel=rss&amp,551,1035,text/html
https://www.dailymail.co.uk/news/article-6540415/New-Years-Eve-revellers-enjoy-dry-mild-weather-clocks-strike-midnight.html?ns_mchannel=rss&amp,156,174,text/html
https://www.dailymail.co.uk/news/article-5693891/81F-heatwave-arrives-Day-bank-holiday-weekend-set-warmest-20-years.html?ns_mchannel=rss&amp,222,207,text/html
https://www.dailymail.co.uk/news/article-5857345/Winter-death-toll-hits-highest-2013-Beast-East.html?ns_mchannel=rss&amp,508,981,text/html
https://www.dailymail.co.uk/news/article-6333167/Freezing-Britain-shivers-7C-coldest-autumn-night-far.html,157,179,text/html
https://www.dailymail.co.uk/news/article-6294275/amp/Britain-bask-unseasonably-warm-weather-weekend-highs-65F.html,277,767,text/html
https://www.dailymail.co.uk/news/article-6297845/Queen-enjoys-sunshine-maybe-flutter-Royal-Ascot-Champions-Day.html,171,200,text/html
https://www.dailymail.co.uk/news/article-6705219/White-police-officer-shot-Laquan-McDonald-dead-beaten-cell.html?ico=amp-comments-addcomment,537,990,text/html
https://www.dailymail.co.uk/news/article-6084595/Sydney-hoon-caught-red-handed-cops-performing-illegal-burnout.html,509,980,text/html
https://www.dailymail.co.uk/news/article-6297551/Sun-comes-Britain-enjoys-unseasonal-warmth-high-66F-week.html?ns_mchannel=rss&amp,171,199,text/html
https://www.dailymail.co.uk/news/article-6519109/Gatwick-runway-reopens-flights-resume-amid-drone-chaos-MoD-deploys-specialist-equipment.html,428,283,text/html
https://www.dailymail.co.uk/news/article-6185799/Ryanair-pilot-forced-abort-landing-Dublin-Airport.html?ns_mchannel=rss&amp,282,232,text/html
https://www.dailymail.co.uk/news/article-5762711/UK-weather-Britain-swelter-86F-Bank-Holiday-heatwave.html?ns_mchannel=rss&amp,167,199,text/html
https://www.dailymail.co.uk/news/article-6061159/MPs-fear-resurgent-Russia-pose-threat-Arctic-stability.html,519,981,text/html
https://www.dailymail.co.uk/news/article-6557393/amp/Britain-braces-chilly-weekend-Jack-Frost-bites.html,291,765,text/html
https://www.dailymail.co.uk/news/article-6457537/Muslim-imam-married-14-year-old-girl-34-year-old-man-loses-appeal.html,515,983,text/html
https://www.dailymail.co.uk/news/article-6577115/Britains-BARRIER-cold-Jet-stream-keeps-UK-mild-54F-highs-snow-sweeps-Europe.html?ns_mchannel=rss&amp,170,203,text/html
https://www.dailymail.co.uk/news/article-5734827/Britain-hit-cold-snap-rain-today-weather-roller-coaster-rides-country.html?ns_mchannel=rss&amp,165,182,text/html
https://www.dailymail.co.uk/news/article-6428939/Melbourne-apartment-destroyed-50-teenagers-stage-control-party.html,505,980,text/html
https://www.dailymail.co.uk/news/article-6084923/Trump-tears-fake-Russian-witch-hunt-rally-stunning-Cohen-Manafort-developments.html,556,998,text/html
https://www.dailymail.co.uk/news/article-6243341/Nobel-Peace-Prize-awarded-former-Yazidi-sex-slave-turned-activist-Congolese-doctor.html,546,996,text/html
https://www.dailymail.co.uk/news/article-6345435/amp/UK-weather-warnings-70mph-winds-heavy-downpours-tonight.html,279,766,text/html
https://www.dailymail.co.uk/news/article-6276715/Harry-Meghan-announce-expecting-child-together.html,449,287,text/html
https://www.dailymail.co.uk/news/article-6416453/German-children-stopped-sending-Christmas-wishlists-Santa-GDPR.html,510,986,text/html
https://www.dailymail.co.uk/news/article-6475301/Meghan-Markles-father-admits-stupid-mistakes-says-murders-not-punished-like-him.html,520,982,text/html
https://www.dailymail.co.uk/news/article-6607639/Should-Prince-Philip-driving-97-Palace-insist-Dukes-licence-date.html?amp&ns_mchannel=rss,526,994,text/html
https://www.dailymail.co.uk/news/article-6062627/Inflation-hits-2-5-driven-rising-transport-computer-game-costs.html,521,980,text/html
https://www.dailymail.co.uk/news/article-5977079/Sunburn-warning-day-holidays-Britain-set-90F-weekend.html?ns_mchannel=rss&amp,196,208,text/html
https://www.dailymail.co.uk/news/article-6606551/amp/Sickening-social-media-post-aspiring-rapper-accused-killing-Aiia-Maasarwe-Melbourne.html,299,769,text/html
https://www.dailymail.co.uk/news/article-6697687/Musician-demands-answers-police-wrongly-raided-home-looking-cannabis-farm.html,519,985,text/html
https://www.dailymail.co.uk/news/article-6668517/Heavy-showers-60mph-gusts-batter-Britain.html?ns_mchannel=rss&amp,148,170,text/html
https://www.dailymail.co.uk/news/article-6491495/UK-weather-Freezing-60mph-gusts-sweep-UK-dump-eight-inches-snow.html?ns_mchannel=rss&amp,176,209,text/html
https://www.dailymail.co.uk/news/article-5055873/How-place-bet-Melbourne-Cup-2017-TAB.html,528,985,text/html
https://www.dailymail.co.uk/news/article-5179677/Congressman-crude-sex-joke-staffers-wedding.html,553,1037,text/html
https://www.dailymail.co.uk/news/article-6044985/Voyeur-57-caught-taking-upskirt-pictures-tourists-underwear-outside-Buckingham-Palace.html,509,980,text/html
https://www.dailymail.co.uk/news/article-6099857/British-mother-Nazanin-Zaghari-Ratcliffe-returned-prison-Iran.html,520,984,text/html
https://www.dailymail.co.uk/news/article-6704303/amp/ICE-decided-arrest-21-Savage-MONTHS-taken-custody-Super-Bowl-Sunday.html?ico=amp_articleRelated,278,766,text/html
https://www.dailymail.co.uk/news/article-5612207/Russia-hacked-Skripals-emails-tested-smearing-nerve-agent-door-handles-says-UK.html,544,993,text/html
https://www.dailymail.co.uk/news/article-5670961/Monday-morning-horrors-await-country-faces-gale-force-winds-snow-heavy-rain.html?ns_mchannel=rss&amp,543,1007,text/html
https://www.dailymail.co.uk/news/article-6501997/amp/Israeli-premiers-son-blocked-Facebook-anti-Muslim-posts.html,266,766,text/html
https://www.dailymail.co.uk/news/article-5399403/amp/Gus-Kenworthys-broken-thumb-means-no-handshake-Pence.html,266,764,text/html
https://www.dailymail.co.uk/news/article-6195913/The-Queens-favourite-tree-stop-dram-whisky-hunting-revealed-photo-exhibition.html,518,988,text/html
https://www.dailymail.co.uk/news/article-6063267/amp/Corbyn-says-sympathy-killed-Munich-amid-wreath-row.html,285,767,text/html
https://www.dailymail.co.uk/news/article-6598189/Hero-SAS-soldier-Navy-Seals-helped-battle-Islamist-terrorists-attacking-Kenyan-hotel.html,289,242,text/html
https://www.dailymail.co.uk/news/article-6049973/amp/Third-Palestinian-dies-Israeli-soldiers-shot-131-people-protests-Gaza-border.html,275,765,text/html
https://www.dailymail.co.uk/news/article-5179509/Doug-Jones-WONT-demand-Senate-seat-right-away.html,555,1041,text/html
https://www.dailymail.co.uk/news/article-6600897/Shocking-moment-Kenya-suicide-bomber-blows-up.html,518,984,text/html
https://www.dailymail.co.uk/news/article-6647465/Black-ice-menace-roads-workers-wake-bone-chilling-3C-lows.html?ns_mchannel=rss&amp,386,304,text/html
https://www.dailymail.co.uk/news/article-6705353/Peter-Gunz-Love-Hip-Hop-gets-trolled-praising-Cardi-Bs-Grammy-win-years-dissing-her.html?ico=amp-comments-addcomment,539,1007,text/html
https://www.dailymail.co.uk/news/article-6656491/Apocalypse-SNOW-hits-UK.html?ns_mchannel=rss&amp,620,402,text/html
https://www.dailymail.co.uk/news/article-6274349/Katie-Pipers-acid-attacker-celebrates-weekend-jail-hotel-wife.html,537,996,text/html
https://www.dailymail.co.uk/news/article-6540415/amp/New-Years-Eve-revellers-enjoy-dry-mild-weather-clocks-strike-midnight.html,275,766,text/html
https://www.dailymail.co.uk/news/article-6429593/Man-admits-murdering-former-partner-new-boyfriend-daughter-setting-bedroom-fire.html,513,985,text/html
https://www.dailymail.co.uk/news/article-6705353/Peter-Gunz-Love-Hip-Hop-gets-trolled-praising-Cardi-Bs-Grammy-win-years-dissing-her.html?ico=amp-comments-viewall,539,1007,text/html
https://www.dailymail.co.uk/news/article-6606165/NHS-warning-temperatures-plunge-11C-coldest-night-year.html?ns_mchannel=rss&amp,196,202,text/html
https://www.dailymail.co.uk/news/article-6473189/Meghan-Markles-past-Christmases-stark-contrast-royal-celebrations-Sandringham.html?amp&ns_mchannel=rss,165,177,text/html
https://www.dailymail.co.uk/news/article-6511153/UK-weather-Britain-braces-torrential-rain-thunder-flooding.html?ns_mchannel=rss&amp,152,173,text/html
https://www.dailymail.co.uk/news/article-6598265/American-businessman-40-survived-9-11-14-killed-Nairobi-Islamist-attack.html,352,240,text/html
https://www.dailymail.co.uk/news/article-6606393/The-Queen-person-tell-Prince-Philip-stop-driving-says-biographer.html?amp&ns_mchannel=rss,524,985,text/html
https://www.dailymail.co.uk/news/article-6690251/Man-airlifted-hospital-condition-stabbed-jail.html,524,992,text/html
https://www.dailymail.co.uk/news/article-6470675/UK-weather-Britain-battered-80mph-gales-flash-floods.html?ns_mchannel=rss&amp,167,183,text/html
https://www.dailymail.co.uk/news/article-6669563/amp/Girl-Scouts-Cardi-B-inspired-cookie-rap-goes-viral.html?ico=amp_articleRelated,267,764,text/html
https://www.dailymail.co.uk/news/article-6201767/The-Latest-At-UN-Trump-calls-global-action-drugs.html,524,990,text/html
https://www.dailymail.co.uk/news/article-6533073/British-cruise-ship-dancer-missing-TEN-HOURS-alarm-raised.html,533,1000,text/html
https://www.dailymail.co.uk/news/article-6539341/How-town-plans-celebrate-plus-ultimate-guide-Instagrammable-parties-near-you.html,555,998,text/html
https://www.dailymail.co.uk/news/article-5730855/Scorchio-Britain-sizzle-75F-heat-today-making-UK-hot-SPAIN.html?ns_mchannel=rss&amp,184,200,text/html
https://www.dailymail.co.uk/news/article-6276529/BBC-bosses-accused-using-Katya-Seann-Walsh-kiss-scandal-boost-viewing-figures.html,584,1016,text/html
https://www.dailymail.co.uk/news/article-5661089/Snow-set-return-weekend.html?ns_mchannel=rss&amp,145,168,text/html
https://www.dailymail.co.uk/news/article-6204847/Kavanaugh-controversy-Activists-shouting-believe-survivors-chase-Ted-Cruz-DC-restaurant.html,536,1002,text/html
https://www.dailymail.co.uk/news/article-6046515/Israels-Culture-Minister-Miri-Regev-called-state-sanctioned-assassinations-Hamas-leaders.html,546,1007,text/html
https://www.dailymail.co.uk/news/article-6528367/Fergie-thanks-family-year-goodness-festive-Instagram-snap.html,518,981,text/html
https://www.dailymail.co.uk/news/article-5148643/British-motorcyclist-killed-hit-run-Australia.html,509,983,text/html
https://www.dailymail.co.uk/news/article-6601813/Ice-warnings-temperatures-plunge-3C-overnight-snow-falls-Midlands.html?ns_mchannel=rss&amp,200,198,text/html
https://www.dailymail.co.uk/news/article-5900047/Royal-Family-pictures-colour-going-1800s.html,193,196,text/html
https://www.dailymail.co.uk/news/article-6109567/amp/British-mother-Nazanin-Zaghari-Ratcliffe-collapses-unconscious-prison-Iran.html,273,766,text/html
https://www.dailymail.co.uk/news/article-6403997/Five-drunken-Coldstream-Guards-arrested-late-night-kebab-shop-fight.html,511,982,text/html
https://www.dailymail.co.uk/news/article-6141215/Moscow-march-Russia-moves-build-military-power.html,518,985,text/html
https://www.dailymail.co.uk/news/article-5667039/Itll-grim-south-Southern-England-wetter.html?ns_mchannel=rss&amp,515,985,text/html
https://www.dailymail.co.uk/news/article-6276697/amp/Britain-faces-flood-chaos-today-40-alerts-UK.html,294,764,text/html
https://www.dailymail.co.uk/news/article-6623529/amp/Labour-MP-threatened-gunned-down.html,268,764,text/html
https://www.dailymail.co.uk/news/article-6596957/Woman-dead-outside-Melbourne-shopping-centre-followed-tram-raped.html,511,985,text/html
https://www.dailymail.co.uk/news/article-6203627/Awesome-orange-Super-bright-Harvest-Moon-glows-sky.html,161,176,text/html
https://www.dailymail.co.uk/news/article-5442383/High-speed-car-crash-Melbourne-Dandenong.html,514,984,text/html
https://www.dailymail.co.uk/news/article-6631257/Trump-warns-options-table-force-Venezuelas-President-Maduro-power.html,196,186,text/html
https://www.dailymail.co.uk/news/article-6593743/Mother-reveals-Meghan-gushed-Prince-Harrys-parenting-skills.html?amp&ns_mchannel=rss,531,989,text/html
https://www.dailymail.co.uk/news/article-5905637/amp/Prince-William-pledges-make-peace-Middle-East-lifelong-project.html,268,767,text/html
https://www.dailymail.co.uk/news/article-5905627/Met-Office-issues-thunderstorm-warning.html?ns_mchannel=rss&amp,191,192,text/html
https://www.dailymail.co.uk/news/article-6320749/Socialite-owner-Kookai-fashion-empire-faces-five-years-jail-alleged-drunken-hit-run.html,521,990,text/html
https://www.dailymail.co.uk/news/article-6038847/amp/Revolution-coming-Tensions-escalate-Iran-100-000-flooding-city-streets.html,281,764,text/html
https://www.dailymail.co.uk/news/article-6697657/Meet-couple-selling-750-000-Pennsylvania-house-sexual-oasis.html,157,169,text/html
https://www.dailymail.co.uk/news/article-4882696/Australian-photographer-speaks-horrific-Egypt-arrest.html,563,1045,text/html
https://www.dailymail.co.uk/news/article-6640561/amp/Iran-hangs-man-violating-anti-gay-laws-kidnapping-two-15-year-old-boys.html,263,767,text/html
https://www.dailymail.co.uk/news/article-6034713/Bizarre-moment-two-drivers-pull-busy-highway-punch-stab-other.html,507,987,text/html
https://www.dailymail.co.uk/news/article-6213623/amp/Britain-enjoy-final-day-sun-75F-heat-today.html,280,766,text/html
https://www.dailymail.co.uk/news/article-6539607/Britain-basks-spring-like-temperatures-2018-draws-mild-close.html,167,196,text/html
https://www.dailymail.co.uk/news/article-6589197/Jeremy-Paxman-says-MPs-complain-abuse-outside-Parliament-snowflakes.html,511,982,text/html
https://www.dailymail.co.uk/news/article-6409885/The-Queen-Prince-Philip-celebrate-incredible-71-years-marriage.html,521,988,text/html
https://www.dailymail.co.uk/news/article-6237607/Sydney-private-school-boy-Muslim-convert-jailed-Bulgaria-terror-training-no-parole-hearing.html,509,984,text/html
https://www.dailymail.co.uk/news/article-5722601/Brothers-fight-3M-inheritance.html,514,983,text/html
https://www.dailymail.co.uk/news/article-5981791/Met-Office-Amber-heatwave-alert-warns-people-not-outside-draw-curtains-shut-windows.html?ns_mchannel=rss&amp,294,276,text/html
https://www.dailymail.co.uk/news/article-6141401/British-jihadists-fight-ISIS-face-10-years-jail.html,508,983,text/html
https://www.dailymail.co.uk/news/article-5062835/Model-does-naked-shoot-help-animals-going-extinct.html,547,1038,text/html
https://www.dailymail.co.uk/news/article-6528573/Princess-Beatrice-Autumn-Phillips-wear-designer-coats-head-Sandringham-Eugenie.html,158,169,text/html
https://www.dailymail.co.uk/news/article-5811031/Melbournes-Underbelly-criminals-lawyers-meet-children-gangland-wars.html,188,205,text/html
https://www.dailymail.co.uk/news/article-6698173/amp/QUENTIN-LETTS-Life-Brian-moment-Parliament.html,262,766,text/html
https://www.dailymail.co.uk/news/article-5860597/Blooming-June-Two-week-heatwave-way-temperatures-topping-30C.html?ns_mchannel=rss&amp,164,182,text/html
https://www.dailymail.co.uk/news/article-6464465/Trump-leaves-George-H-W-Bushs-state-funeral-opportunity.html,532,996,text/html
https://www.dailymail.co.uk/news/article-5723225/UK-mini-heatwave-come-Monday-Tuesday-highs-25C-likely-good-weather-Royal-Wedding.html?ns_mchannel=rss&amp,170,199,text/html
https://www.dailymail.co.uk/news/article-6603107/Valerie-Jarrett-tells-sipping-martinis-gossiping-Obamas.html,541,993,text/html
https://www.dailymail.co.uk/news/article-6201327/Mother-pram-stops-selfie-15ft-waves-hitting-sea-wall.html,513,983,text/html
https://www.dailymail.co.uk/news/article-6018645/amp/Iran-prepares-military-exercise-oil-chokepoint-Strait-Hormuz-Persian-Gulf.html,268,764,text/html
https://www.dailymail.co.uk/news/article-6050061/UK-faces-two-weeks-sun-80F-heat-patches-rain-Storm-Debby-ended-heatwave.html?ns_mchannel=rss&amp,206,222,text/html
https://www.dailymail.co.uk/news/article-6640333/Adelaide-plumber-suffers-horrific-burns-eyes-face-acid-bottle-exploded.html,507,984,text/html
https://www.dailymail.co.uk/news/article-5901799/amp/Who-Marisa-Papen-Belgian-model-posed-naked-near-Jerusalems-Western-Wall-revealed.html,263,766,text/html
https://www.dailymail.co.uk/news/article-5628585/Trump-tweets-support-US-pastor-jailed-Turkey.html,520,986,text/html
https://www.dailymail.co.uk/news/article-6593743/Mother-reveals-Meghan-gushed-Prince-Harrys-parenting-skills.html?ico=amp-comments-viewall,531,989,text/html
https://www.dailymail.co.uk/news/article-6205499/Storm-Ali-claims-victim-husband-85-blown-seafront.html,154,173,text/html
https://www.dailymail.co.uk/news/article-6700075/Trump-crows-Senate-Intel-Committee-finding-NO-EVIDENCE-COLLUSION-senators-remark.html?ico=amp-comments-addcomment,526,988,text/html
https://www.dailymail.co.uk/news/article-6457869/Sons-prominent-barrister-mate-accused-bashing-footy-fans-hit-extra-charges.html,515,986,text/html
https://www.dailymail.co.uk/news/article-6137961/Party-cups-gas-masks-Idlib-civilians-prepare-battle.html,527,992,text/html
https://www.dailymail.co.uk/news/article-6477743/Queens-former-driver-admits-sexually-abusing-boys-Buckingham-Palace-quarters.html,509,981,text/html
https://www.dailymail.co.uk/news/article-6704561/amp/Jussie-Smollett-says-no-doubt-two-men-caught-surveillance-camera-attackers.html?ico=amp_articleRelated,297,760,text/html
https://www.dailymail.co.uk/news/article-6589245/Cold-snap-drag-temperatures-bone-chilling-10C-week.html?ns_mchannel=rss&amp,166,180,text/html
https://www.dailymail.co.uk/news/article-6700591/amp/Anti-vaxxer-mother-proud-son-got-vaccinations-aged-18.html,280,765,text/html
https://www.dailymail.co.uk/news/article-6528731/Duchess-Cambridge-stuns-WWII-style-burgundy-coat-designer-Catherine-Walker.html?amp&ns_mchannel=rss,531,1000,text/html
https://www.dailymail.co.uk/news/article-4994922/Tenth-Melbourne-Victoria-victim-dies-thunderstorm-asthma.html,516,990,text/html
https://www.dailymail.co.uk/news/article-6163819/Fans-forcefully-dragged-Dua-Lipas-Shanghai-concert-waving-LGBT-rainbow-flags.html,541,996,text/html
https://www.dailymail.co.uk/news/article-5496453/amp/Joy-Behar-apologizes-Christianity-comment-View.html,265,764,text/html
https://www.dailymail.co.uk/news/article-6196415/Britain-hit-rainy-blustery-weather-wake-Storm-Bronagh.html?ns_mchannel=rss&amp,147,167,text/html
https://www.dailymail.co.uk/news/article-6259647/British-couple-believed-five-killed-floods-Majorca-taxi-swept-away.html,234,205,text/html
https://www.dailymail.co.uk/news/article-6077233/Temperatures-soar-past-80F-Britain-recovers-battered-Storm-Ernesto.html?ns_mchannel=rss&amp,166,174,text/html
https://www.dailymail.co.uk/news/nato/index.html,482,654,text/html
https://www.dailymail.co.uk/news/article-5180255/amp/Shalom-Pence-delays-Middle-East-peace-trip-tax-vote.html,272,772,text/html
https://www.dailymail.co.uk/news/article-5612597/amp/Russian-ambassador-compares-Syria-chemical-weapons-attack-Blairs-WMD-claims.html,271,766,text/html
https://www.dailymail.co.uk/news/article-5767219/Trump-CANCELS-summit-Kim-North-Korea-insults-Mike-Pence.html,590,1004,text/html
https://www.dailymail.co.uk/news/article-6297551/amp/Sun-comes-Britain-enjoys-unseasonal-warmth-high-66F-week.html,277,764,text/html
https://www.dailymail.co.uk/news/article-6611049/Police-defiant-Prince-Philip-official-warning-caught-driving-without-seatbelt.html?ico=amp-comments-viewall,542,993,text/html
https://www.dailymail.co.uk/news/article-6486765/Linda-Trevan-penned-letter-bullied-daughter-Cassidy-committed-suicide-following-gang-rape.html,516,985,text/html
https://www.dailymail.co.uk/news/article-5091883/Melbourne-tradie-spoke-horror-buried-mud-sewer.html,510,987,text/html
https://www.dailymail.co.uk/news/article-6195457/Queens-woman-bedchamber-lady-waiting-falls-stairs-breaks-ankle-Balmoral.html,514,981,text/html
https://www.dailymail.co.uk/news/article-6129981/UKs-Indian-summer-threatened-30mph-winds-heavy-rain.html?ns_mchannel=rss&amp,150,170,text/html
https://www.dailymail.co.uk/news/article-6255093/Mass-evacuations-ordered-Hurricane-Michael-feared-worst-strike-parts-Florida.html,210,204,text/html
https://www.dailymail.co.uk/news/article-5912889/Heatwave-2018-UKs-hottest-summer-record.html?ns_mchannel=rss&amp,525,1024,text/html
https://www.dailymail.co.uk/news/article-5996601/amp/Trump-threatens-large-sanctions-against-Turkey-NATO-ally-doesnt-free-jailed-pastor.html,274,768,text/html
https://www.dailymail.co.uk/news/article-6700899/amp/High-Wycombe-man-sued-employer-250-000-jailed-film-shows-working-chip-shop.html?ico=amp_articleRelated,265,763,text/html
https://www.dailymail.co.uk/news/article-6293323/Sunny-Sydney-warned-brace-storms-weekend-severe-thunderstorms-expected.html,524,989,text/html
https://www.dailymail.co.uk/news/article-6609795/amp/Driver-claims-Prince-Philip-smashed-near-Sandringham-estate.html?ico=amp_articleRelated,290,764,text/html
https://www.dailymail.co.uk/news/article-6465329/George-H-W-Bush-makes-final-journey-home-casket-arrives-St-Martins-Episcopal-Church.html,362,275,text/html
https://www.dailymail.co.uk/news/article-6594623/amp/Hero-policeman-left-fighting-life-Novichok-attack-returns-work.html?ico=amp_articleRelated,283,763,text/html
https://www.dailymail.co.uk/news/article-6610105/amp/The-Queen-seen-buckled-driving-Range-Rover-Sandringham-estate.html?ico=amp_articleRelated,278,763,text/html
https://www.dailymail.co.uk/news/article-6235001/ISIS-mastermind-Abu-Bakr-al-Baghdadis-youngest-son-killed-Russian-airstrike.html,515,985,text/html
https://www.dailymail.co.uk/news/article-6297227/Solo-sailor-trying-break-Australia-record-reveals-died-Antarctic-storm.html,515,985,text/html
https://www.dailymail.co.uk/news/article-6692681/Tony-Mokbel-fighting-life-stabbed-multiple-times-chest-homemade-knife.html,536,1001,text/html
